name,rarity,types,set_name,serie_name,release_year,price_date,condition,avg,count
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-11,holo-good,3196,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-12,holo-good,3061,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-13,holo-good,2204,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-14,holo-good,6799,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-15,holo-good,2409,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-16,holo-good,1054,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-17,holo-good,2114,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-18,holo-good,1568,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-19,holo-good,2837,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-20,holo-good,1589,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-21,holo-good,2218,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-22,holo-good,3012,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-23,holo-good,1343,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-24,holo-good,2264,14
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-25,holo-good,2277,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-26,holo-good,1472,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-27,holo-good,1468,15
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-28,holo-good,1831,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-29,holo-good,2524,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-30,holo-good,879,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-31,holo-good,2601,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-01,holo-good,2508,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-02,holo-good,2668,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-03,holo-good,1890,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-04,holo-good,3910,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-05,holo-good,2858,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-06,holo-good,2878,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-07,holo-good,3844,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-08,holo-good,2101,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-09,holo-good,2960,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-11,holo-good,2300,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-12,holo-good,2897,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-13,holo-good,3403,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-14,holo-good,1341,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-15,holo-good,1308,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-16,holo-good,3846,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-17,holo-good,2278,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-18,holo-good,2697,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-19,holo-good,2674,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-20,holo-good,1697,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-21,holo-good,1694,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-22,holo-good,1431,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-23,holo-good,1874,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-24,holo-good,2292,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-25,holo-good,1955,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-26,holo-good,2119,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-27,holo-good,1678,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-28,holo-good,2644,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-29,holo-good,2441,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-30,holo-good,2015,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-01,holo-good,1775,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-02,holo-good,2744,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-03,holo-good,2831,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-04,holo-good,1485,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-05,holo-good,2104,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-07,holo-good,3132,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-08,holo-good,2797,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-09,holo-good,945,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-10,holo-good,2924,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-11,holo-good,1530,12
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-12,holo-good,3462,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-13,holo-good,1519,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-14,holo-good,1425,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-15,holo-good,2609,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-16,holo-good,2786,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-17,holo-good,1125,18
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-18,holo-good,2460,8
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-19,holo-good,2013,10
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-20,holo-good,3239,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-22,holo-good,3299,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-23,holo-good,1969,8
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-24,holo-good,1891,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-25,holo-good,1422,15
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-27,holo-good,1674,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-29,holo-good,2920,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-30,holo-good,1668,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-31,holo-good,1741,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-01,holo-good,4384,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-02,holo-good,2209,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-03,holo-good,1813,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-04,holo-good,3043,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-05,holo-good,2512,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-06,holo-good,2579,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-07,holo-good,2272,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-08,holo-good,1638,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-09,holo-good,2295,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-10,holo-good,1631,10
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-11,holo-good,2483,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-12,holo-good,2292,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-13,holo-good,1106,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-14,holo-good,1661,12
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-15,holo-good,2011,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-16,holo-good,2924,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-17,holo-good,2020,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-18,holo-good,2385,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-19,holo-good,1774,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-20,holo-good,2360,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-21,holo-good,1405,10
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-22,holo-good,2383,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-23,holo-good,1747,8
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-24,holo-good,2951,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-25,holo-good,1614,11
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-26,holo-good,2349,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-27,holo-good,3399,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-28,holo-good,1749,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-29,holo-good,1492,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-30,holo-good,2122,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-31,holo-good,2108,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-31,normal-good,30098,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-01,holo-good,2292,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-02,holo-good,1874,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-03,holo-good,898,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-04,holo-good,1745,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-05,holo-good,3083,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-06,holo-good,2741,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-08,holo-good,2600,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-09,holo-good,1630,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-10,holo-good,1690,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-11,holo-good,1833,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-12,holo-good,2070,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-13,holo-good,1449,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-14,holo-good,1567,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-16,holo-good,1882,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-16,normal-good,600,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-17,holo-good,2399,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-18,holo-good,2674,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-18,normal-good,15199,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-19,holo-good,2999,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-20,holo-good,2095,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-21,holo-good,1495,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-22,holo-good,2578,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-23,holo-good,1647,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-24,holo-good,1601,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-25,holo-good,1422,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-26,holo-good,1856,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-27,holo-good,1896,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-28,holo-good,2156,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-29,holo-good,1598,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-30,holo-good,1857,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-01,holo-good,1804,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-02,holo-good,1679,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-03,holo-good,1532,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-04,holo-good,1598,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-05,holo-good,2149,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-06,holo-good,2935,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-07,holo-good,3649,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-08,holo-good,2206,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-09,holo-good,1720,11
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-10,holo-good,1650,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-11,holo-good,4411,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-12,holo-good,2535,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-13,holo-good,1956,8
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-14,holo-good,870,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-15,holo-good,1640,10
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-16,holo-good,1437,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-17,holo-good,1650,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-18,holo-good,3999,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-19,holo-good,1990,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-20,holo-good,1796,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-22,holo-good,2290,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-23,holo-good,2802,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-24,holo-good,1366,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-25,holo-good,1535,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-26,holo-good,1539,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-27,holo-good,2225,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-28,holo-good,4186,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-29,holo-good,1521,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-30,holo-good,1499,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-31,holo-good,1603,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-11-01,holo-good,1713,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-11-02,holo-good,1699,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-11-03,holo-good,2065,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-11-04,holo-good,2633,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-11-05,holo-good,1857,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-11-08,holo-good,2200,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-11-09,holo-good,2398,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-11-10,holo-good,2444,3
