name,rarity,types,set_name,serie_name,release_year,price_date,condition,avg,count
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-08,holo-good,17.8,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-09,holo-good,32.59,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-10,holo-good,28.14,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-11,holo-good,31.96,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-12,holo-good,30.61,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-13,holo-good,22.04,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-14,holo-good,67.99,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-15,holo-good,24.09,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-16,holo-good,10.54,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-17,holo-good,21.14,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-18,holo-good,15.68,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-19,holo-good,28.37,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-20,holo-good,15.89,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-21,holo-good,22.18,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-22,holo-good,30.12,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-23,holo-good,13.43,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-24,holo-good,22.64,14
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-25,holo-good,22.77,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-26,holo-good,14.72,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-27,holo-good,14.68,15
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-28,holo-good,18.31,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-29,holo-good,25.24,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-30,holo-good,8.79,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-05-31,holo-good,26.01,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-01,holo-good,25.08,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-02,holo-good,26.68,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-03,holo-good,18.9,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-04,holo-good,39.1,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-05,holo-good,28.58,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-06,holo-good,28.78,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-07,holo-good,38.44,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-08,holo-good,21.01,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-09,holo-good,29.6,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-11,holo-good,23.0,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-12,holo-good,28.97,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-13,holo-good,34.03,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-14,holo-good,13.41,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-15,holo-good,13.08,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-16,holo-good,38.46,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-17,holo-good,22.78,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-18,holo-good,26.97,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-19,holo-good,26.74,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-20,holo-good,16.97,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-21,holo-good,16.94,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-22,holo-good,14.31,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-23,holo-good,18.74,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-24,holo-good,22.92,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-25,holo-good,19.55,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-26,holo-good,21.19,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-27,holo-good,16.78,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-28,holo-good,26.44,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-29,holo-good,24.41,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-06-30,holo-good,20.15,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-01,holo-good,17.75,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-02,holo-good,27.44,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-03,holo-good,28.31,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-04,holo-good,14.85,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-05,holo-good,21.04,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-07,holo-good,31.32,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-08,holo-good,27.97,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-09,holo-good,9.45,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-10,holo-good,29.24,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-11,holo-good,15.3,12
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-12,holo-good,34.62,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-13,holo-good,15.19,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-14,holo-good,14.25,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-15,holo-good,26.09,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-16,holo-good,27.86,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-17,holo-good,11.25,18
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-18,holo-good,24.6,8
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-19,holo-good,20.13,10
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-20,holo-good,32.39,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-22,holo-good,32.99,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-23,holo-good,19.69,8
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-24,holo-good,18.91,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-25,holo-good,14.22,15
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-27,holo-good,16.74,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-29,holo-good,29.2,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-30,holo-good,16.68,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-07-31,holo-good,17.41,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-01,holo-good,43.84,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-02,holo-good,22.09,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-03,holo-good,18.13,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-04,holo-good,30.43,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-05,holo-good,25.12,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-06,holo-good,25.79,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-07,holo-good,22.72,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-08,holo-good,16.38,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-09,holo-good,22.95,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-10,holo-good,16.31,10
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-11,holo-good,24.83,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-12,holo-good,22.92,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-13,holo-good,11.06,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-14,holo-good,16.61,12
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-15,holo-good,20.11,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-16,holo-good,29.24,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-17,holo-good,20.2,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-18,holo-good,23.85,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-19,holo-good,17.74,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-20,holo-good,23.6,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-21,holo-good,14.05,10
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-22,holo-good,23.83,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-23,holo-good,17.47,8
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-24,holo-good,29.51,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-25,holo-good,16.14,11
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-26,holo-good,23.49,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-27,holo-good,33.99,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-28,holo-good,17.49,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-29,holo-good,14.92,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-30,holo-good,21.22,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-31,holo-good,21.08,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-08-31,normal-good,300.98,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-01,holo-good,22.92,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-02,holo-good,18.74,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-03,holo-good,8.98,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-04,holo-good,17.45,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-05,holo-good,30.83,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-06,holo-good,27.41,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-08,holo-good,26.0,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-09,holo-good,16.3,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-10,holo-good,16.9,9
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-11,holo-good,18.33,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-12,holo-good,20.7,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-13,holo-good,14.49,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-14,holo-good,15.67,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-16,holo-good,18.82,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-16,normal-good,6.0,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-17,holo-good,23.99,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-18,holo-good,26.74,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-18,normal-good,151.99,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-19,holo-good,29.99,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-20,holo-good,20.95,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-21,holo-good,14.95,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-22,holo-good,25.78,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-23,holo-good,16.47,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-24,holo-good,16.01,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-25,holo-good,14.22,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-26,holo-good,18.56,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-27,holo-good,18.96,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-28,holo-good,21.56,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-29,holo-good,15.98,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-09-30,holo-good,18.57,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-01,holo-good,18.04,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-02,holo-good,16.79,7
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-03,holo-good,15.32,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-04,holo-good,15.98,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-05,holo-good,21.49,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-06,holo-good,29.35,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-07,holo-good,36.49,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-08,holo-good,22.06,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-09,holo-good,17.2,11
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-10,holo-good,16.5,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-11,holo-good,44.11,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-12,holo-good,25.35,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-13,holo-good,19.56,8
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-14,holo-good,8.7,2
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-15,holo-good,16.4,10
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-16,holo-good,14.37,6
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-17,holo-good,16.5,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-18,holo-good,39.99,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-19,holo-good,19.9,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-20,holo-good,17.96,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-22,holo-good,22.9,5
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-23,holo-good,28.02,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-24,holo-good,13.66,4
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-25,holo-good,15.35,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-26,holo-good,15.39,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-27,holo-good,22.25,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-28,holo-good,41.86,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-29,holo-good,15.21,3
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-30,holo-good,14.99,1
Alakazam,Rare,Psychic,Base Set,Base,1999,2023-10-31,holo-good,16.03,6
